LIB_SAMPLE	SAMPLE_ID	LOCATION	SIMPLE_LOCATION	COLLECTION_YEAR	LAT_DD	LONG_DD	LIBRARY_PLATE	PointConception	LAT	LONG
AWJG02E06	ST11	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	2	S	31°32'56.77"N	 116°40'59.65"W
AWJG02E09	ST 13	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	2	S	31°32'56.77"N	 116°40'59.65"W
AWJG03D01	ST 12	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	3	S	31°32'56.77"N	 116°40'59.65"W
AWJG03D05	ST 14	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	3	S	31°32'56.77"N	 116°40'59.65"W
AWJG03D06	ST 15	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	3	S	31°32'56.77"N	 116°40'59.65"W
AWJG03A10	ST 16	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	3	S	31°32'56.77"N	 116°40'59.65"W
AWJG03C10	ST3	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	3	S	31°32'56.77"N	 116°40'59.65"W
AWJG03C11	ST4	SantoTomas	SantoTomas	2014	31.54910278	-116.6832361	3	S	31°32'56.77"N	 116°40'59.65"W
AWJG01E04	SJ 1	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	1	S	31°27'45.49"N	 116°35'26.08"W
AWJG01E05	SJ 2	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	1	S	31°27'45.49"N	 116°35'26.08"W
AWJG01E09	SJ 3	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	1	S	31°27'45.49"N	 116°35'26.08"W
AWJG01E10	SJ 4	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	1	S	31°27'45.49"N	 116°35'26.08"W
AWJG02E07	SJ 8	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	2	S	31°27'45.49"N	 116°35'26.08"W
AWJG02E10	SJ 9	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	2	S	31°27'45.49"N	 116°35'26.08"W
AWJG03G09	SJ 5	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	3	S	31°27'45.49"N	 116°35'26.08"W
AWJG03G10	SJ 6	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	3	S	31°27'45.49"N	 116°35'26.08"W
AWJG03D11	SJ 7	PuntaSanJose	PuntaSanJose	2016	31.46263611	-116.5905778	3	S	31°27'45.49"N	 116°35'26.08"W
